rank,mark,athlete,country,date_of_birth,race_position,venue,result_date
2189,4:03.07,Carla Sacramento,POR,10.12.71,5,Berlin,06.09.2002
2189,4:03.07,Abeba Aregawi,SWE,05.07.90,4,Oslo,11.06.2015
2189,4:03.07,Laura Weightman,GBR,07.01.91,4,Rabat,16.07.2017
2189,4:03.07,Karoline Bjerkeli Grøvdal,NOR,14.06.90,5,Stockholm,04.07.2021
2189,4:03.07,Esther Guerrero,ESP,07.02.90,6,Hengelo,04.06.2023
2198,4:03.08,Tatyana Pozdnyakova,UKR,04.03.56,h,Kyiv,22.06.1984
2198,4:03.08,Lidiya Volodina,RUS,21.05.53,h,Kyiv,22.06.1984
2198,4:03.08,Maria Radu,ROU,25.05.59,3,Bucuresti,12.07.1984
2198,4:03.08,Sandra Gasser,SUI,27.07.62,1,Zürich,19.08.1987
2198,4:03.08,Geraldine Hendricken,IRL,19.04.70,6,Bruxelles,30.08.2002
2198,4:03.08,Sofia Ennaoui,POL,30.08.95,2,Berlin,12.08.2018
2198,4:03.08,Winnie Nanyondo,UGA,23.08.93,5,Zürich,29.08.2019
2198,4:03.08,Winny Chebet,KEN,20.12.90,6s1,Eugene,16.07.2022
2198,4:03.08,Nelly Chepchirchir,KEN,04.06.03,1,Montreuil,31.05.2023
2198,4:03.08,Nelly Chepchirchir,KEN,04.06.03,1,Montreuil,31.05.2023
2198,4:03.08,Dominique Hiltz,USA,23.10.94,2,Montreuil,31.05.2023
2198,4:03.08,Elise Cranny,USA,09.05.96,13,Eugene,25.05.2024
2210,4:03.09,Natalya Boborova,RUS,12.02.59,6,Kyiv,17.07.1986
2210,4:03.09,Ivana Kubesová,CZE,26.05.62,4,Stuttgart,31.08.1986
2210,4:03.09,Wioletta Frankiewicz,POL,09.06.77,1,Zürich,06.08.2004
2210,4:03.09,Gudaf Tsegay,ETH,23.06.97,1,Kawasaki,10.05.2015
2210,4:03.09,Nancy Chepkwemoi,KEN,08.10.93,1rA,Watford,27.06.2015
2210,4:03.09,Faith Kipyegon,KEN,10.01.94,1h3,London,04.08.2017
2210,4:03.09,Beatrice Chepkoech,KEN,06.07.91,2,Gold Coast,10.04.2018
2210,4:03.09,Cory Ann McGee,USA,29.05.92,5,Rabat,28.05.2023
2210,4:03.09,Ciara Mageean,IRL,12.03.92,11,Eugene,16.09.2023
2219,4:03.1,Gabriele Lehmann,GDR,24.10.56,2,Erfurt,28.05.1978
2219,4:03.1,Valentina Ilyinykh,RUS,12.12.56,2,Vilnius,22.07.1978
2219,4:03.1+,Hassiba Boulmerka,ALG,10.07.68,1,Oslo,06.07.1991
2219,4:03.10,Lyubov Kremlyova,RUS,21.12.61,3,Tula,26.07.2000
2219,4:03.10,Suzy Favor Hamilton,USA,08.08.68,3,Roma,29.06.2001
2219,4:03.10,Yelena Zadorozhnaya,RUS,03.12.77,4,Bruxelles,03.09.2004
2219,4:03.10,Carmen Douma-Hussar,CAN,12.03.77,7,Monaco,09.09.2005
2219,4:03.10+,Anna Alminova,RUS,17.01.85,1,Moskva,29.06.2007
2219,4:03.10,Besu Sado,ETH,12.01.96,3,Shanghai,13.05.2017
2219,4:03.10,Dominique Hiltz,USA,23.10.94,1,Eugene,08.07.2023
2229,4:03.11,Maria Cioncan,ROU,19.06.77,1,Lausanne,02.07.2002
2229,4:03.11,Winny Chebet,KEN,20.12.90,6,Zürich,29.08.2019
2229,4:03.11,Netsanet Desta,ETH,26.10.00,2,Chorzów,18.05.2024
2229,4:03.11,Birke Haylom,ETH,06.01.06,10s1,Saint-Denis,08.08.2024
2233,4:03.12,Gulbira Nurtdinova,RUS,56,10r1,Kyiv,27.07.1982
2233,4:03.12,Luiza Gega,ALB,05.11.88,3,Beijing,21.05.2014
2233,4:03.12,Winny Chebet,KEN,20.12.90,2h3,Eugene,15.07.2022
2236,4:03.13,Totka Petrova,BUL,17.12.56,1,Torino,05.08.1979
2236,4:03.13,Natalia Marasescu,ROU,03.10.52,1,Debrecen,12.06.1982
2236,4:03.13,Yvonne Murray,GBR,04.10.64,3,Bruxelles,25.08.1989
2236,4:03.13,Sarah Jamieson,AUS,24.03.75,4,Eugene,28.05.2006
2236,4:03.13,Mimi Belete,BRN,09.06.88,9,Bruxelles,16.09.2011
2236,4:03.13,Eunice Sum,KEN,10.04.88,7,Eugene,01.06.2013
2236,4:03.13,Esther Guerrero,ESP,07.02.90,7,Stockholm,23.08.2020
2236,4:03.13,Ayal Dagnachew,ETH,18.01.02,9,Bruxelles,02.09.2022
2236,4:03.13,Adele Gay,FRA,16.10.04,14,Paris,28.06.2026
2245,4:03.14,Vanya Stoyanova,BUL,12.12.58,1h,Sochi,09.06.1984
2245,4:03.14,Violeta Szekely,ROU,26.03.65,1,Bucuresti,10.06.1990
2245,4:03.14,Getenesh Wami,ETH,11.12.74,1,Hengelo,30.05.1999
2245,4:03.14,Anna Mishchenko,UKR,25.08.83,6,Rieti,29.08.2010
2245,4:03.14,Melissa Courtney-Bryant,GBR,30.08.93,5h2,Budapest,19.08.2023
2250,4:03.15,Mary Slaney,USA,04.08.58,3,Roma,05.08.1980
2250,4:03.15,Yvonne Graham,GER,22.08.65,1,Rostock,22.06.1988
2250,4:03.15,Svetlana Kitova,TJK,25.06.60,2,Edinburgh,07.07.1989
2250,4:03.15,Theresia Kiesl,AUT,26.10.63,4,Nice,10.07.1996
2250,4:03.15,Maria Cioncan,ROU,19.06.77,7,Roma,12.07.2002
2250,4:03.15,Helen Obiri,KEN,13.12.89,4,Shanghai,19.05.2012
2250,4:03.15,Yuliya Chizhenko,RUS,30.08.79,1,Yerino,14.07.2012
2250,4:03.15,Shannon Rowbury,USA,19.09.84,4rA,Stockholm,17.08.2012
2250,4:03.15,Brenda Martinez,USA,08.09.87,1r1,Portland,11.06.2017
2250,4:03.15,Weronika Lizakowska,POL,02.11.98,8,Bydgoszcz,20.06.2024
2250,4:03.15,Esther Guerrero,ESP,07.02.90,31,Saint-Denis,07.08.2024
2250,4:03.15,Dominique Hiltz,USA,23.10.94,1h1,Eugene,31.07.2025
2250,4:03.15,Dominique Hiltz,USA,23.10.94,1,Eugene,02.08.2025
2263,4:03.16,Alla Yushina,RUS,20.08.58,2,Budapest,20.08.1984
2263,4:03.16,Christina Cahill,GBR,25.03.57,1,London,26.08.1985
2263,4:03.16,Liu Li,CHN,12.03.71,2,Nanjing,18.05.1992
2263,4:03.16,Olga Yegorova,RUS,28.03.72,9,Bruxelles,05.09.2003
2263,4:03.16,Mimi Belete,BRN,09.06.88,4,Barcelona,22.07.2011
2263,4:03.16,Meraf Bahta,SWE,24.06.89,3,Hengelo,08.06.2014
2263,4:03.16,Besu Sado,ETH,12.01.96,7,Roma,08.06.2017
2270,4:03.17,Alison Wyeth,GBR,26.05.64,5,Monaco,07.08.1993
2270,4:03.17,Sarah McDonald,GBR,02.08.93,5,Birmingham,18.08.2018
2272,4:03.18,Natalya Artyomova,RUS,05.01.63,h,Sochi,09.06.1984
2272,4:03.18,Angela Chalmers,CAN,06.09.63,4,Bruxelles,25.08.1989
2272,4:03.18,Gabriela Szabo,ROU,14.11.75,1,Paris,28.06.1996
2272,4:03.18,Gabriela Szabo,ROU,14.11.75,3,Oslo,09.07.1998
2272,4:03.18,Olga Kuznetsova,RUS,23.10.67,10,Oslo,28.07.2000
2272,4:03.18,Carla Sacramento,POR,10.12.71,7,Monaco,19.07.2002
2272,4:03.18,Geraldine Hendricken,IRL,19.04.70,8,Monaco,19.07.2002
2272,4:03.18,Mary Kuria,KEN,29.11.87,1,Rovereto,04.09.2012
2272,4:03.18,Angelika Cichocka,POL,15.03.88,6,Birmingham,20.08.2017
2272,4:03.18,Shelby Houlihan,USA,08.02.93,1,Des Moines,27.07.2019
2282,4:03.19,Doina Melinte,ROU,27.12.56,4,Tokyo,31.08.1991
2282,4:03.19,Svetlana Masterkova,RUS,17.01.68,1,Berlin,01.09.1998
2282,4:03.19,Irina Krakoviak,LTU,16.11.77,5,Athínai,14.06.2005
2282,4:03.19,Natalya Tobias,UKR,22.11.80,2h3,Beijing,21.08.2008
2282,4:03.19,Natalia Rodríguez,ESP,02.06.79,6,Beijing,23.08.2008
2282,4:03.19,Winny Chebet,KEN,20.12.90,3h1,London,04.08.2017
2288,4:03.2,Giana Romanova,RUS,10.03.55,8,Moskva,06.07.1980
2288,4:03.2,Ulrike Bruns,GDR,17.11.53,2,Tbilisi,26.06.1981
2288,4:03.2,Irina Lebedinskaya,RUS,16.06.61,2,Ryazan,12.08.1984
2288,4:03.2+,Doina Melinte,ROU,27.12.56,2,Oslo,06.07.1991
2288,4:03.2,Natalya Pantelyeva,RUS,18.08.83,3,Athínai,02.07.2007
2288,4:03.2A,Beatrice Chepkoech,KEN,06.07.91,1,Nairobi,10.06.2017
2288,4:03.20,Raisa Smekhnova,BLR,16.09.50,6s1,Montréal,29.07.1976
2288,4:03.20,Kirsty Wade,GBR,06.08.62,2,London,26.08.1985
2288,4:03.20,Lyubov Kremlyova,RUS,21.12.61,2,Moskva,10.06.1990
2288,4:03.20,Jacinta Muraguri,KEN,28.05.70,5,Monaco,20.07.2001
2288,4:03.20,Yelena Zadorozhnaya,RUS,03.12.77,2,Lausanne,02.07.2002
2288,4:03.20,Sarah Brown,USA,15.10.86,6,Eugene,30.05.2015
2288,4:03.20,Gabriela DeBues-Stafford,CAN,13.09.95,1r2,San Juan Capistrano,06.05.2022
2301,4:03.21,Nadezhda Ralldugina,RUS,15.11.57,2,Verona,01.06.1984
2301,4:03.21,Gudaf Tsegay,ETH,23.06.97,4,Hengelo,08.06.2014
2301,4:03.21,Linden Hall,AUS,20.06.91,3h3,Eugene,15.07.2022
2301,4:03.21,Sinclaire Johnson,USA,13.04.98,12,Eugene,16.09.2023
2305,4:03.22,Lisa Dobriskey,GBR,23.12.83,3h3,Beijing,21.08.2008
2305,4:03.22,Viola Kibiwott,KEN,22.12.85,5,Roma,10.07.2009
2305,4:03.22,Zoe Buckman,AUS,21.12.88,11,Saint-Denis,27.08.2016
2305,4:03.22A,Faith Kipyegon,KEN,10.01.94,1,Nairobi,13.09.2019
2305,4:03.22,Addison Wiley,USA,24.10.03,1,Nashville,03.06.2023
2305,4:03.22,Hirut Meshesha,ETH,20.01.01,5,Ad-Dawhah,10.05.2024
2305,4:03.22,Elinor St. Pierre,USA,20.02.95,3h3,Saint-Denis,06.08.2024
2312,4:03.23,Ibtissam Lakhouad,MAR,07.12.80,7,Monaco,28.07.2009
2312,4:03.23+,Laura Weightman,GBR,07.01.91,6,London,09.07.2017
2312,4:03.23,Meraf Bahta,SWE,24.06.89,2h3,London,04.08.2017
2312,4:03.23A,Winny Chebet,KEN,20.12.90,2,Nairobi,13.09.2019
2316,4:03.24,Olga Nelyubova,RUS,12.06.64,4,Roma,29.06.2001
2316,4:03.24,Meraf Bahta,SWE,24.06.89,12,Saint-Denis,27.08.2016
2316,4:03.24,Lemlem Hailu,ETH,25.05.01,8,Firenze,10.06.2021
2316,4:03.24,Nelly Chepchirchir,KEN,04.06.03,11s1,Saint-Denis,08.08.2024
2320,4:03.25,Gabriella Dorio,ITA,27.06.57,1,Los Angeles,11.08.1984
2320,4:03.25,Elena Antoci,ROU,16.01.75,1,Bucuresti,12.06.2004
2320,4:03.25,Angelika Cichocka,POL,15.03.88,1,Stockholm,16.06.2016
2320,4:03.25,Amanda Eccleston,USA,18.06.90,6,London,22.07.2016
2320,4:03.25,Rababe Arafi,MAR,12.01.91,9,Roma,06.06.2019
2320,4:03.25,Jemma Reekie,GBR,06.03.98,3,Ostrava,08.09.2020
2326,4:03.26,Lyudmila Veselkova,RUS,25.10.50,1,Tashkent,18.09.1982
2326,4:03.26,Doina Melinte,ROU,27.12.56,2,Rieti,03.09.1989
2326,4:03.26,Doina Melinte,ROU,27.12.56,1,Helsinki,27.06.1990
2326,4:03.26,Hassiba Boulmerka,ALG,10.07.68,1,Zürich,17.08.1994
2326,4:03.26,Tatyana Tomashova,RUS,01.07.75,2,Stuttgart,09.09.2006
2326,4:03.26,Georgia Griffith,AUS,05.12.96,9,Eugene,18.07.2022
2326,4:03.26+,Agathe Guillemot,FRA,11.07.99,10,Monaco,21.07.2023
2326,4:03.26,Klaudia Kazimierska,POL,03.09.01,1r1,Eagle Rock,24.05.2025
2334,4:03.27,Gabriella Dorio,ITA,27.06.57,1,Torino,15.07.1981
2334,4:03.27,Galina Zakharova,RUS,07.09.56,1r2,Potsdam,21.07.1984
2334,4:03.27,Angelika Cichocka,POL,15.03.88,4h1,London,04.08.2017
2334,4:03.27,Josette Andrews,USA,15.12.95,3,Lausanne,26.08.2021
2334,4:03.27,Kristiina Sasinek Mäki,CZE,22.09.91,10,Chorzów,16.07.2023
2334,4:03.27,Tigist Girma,ETH,12.07.93,9,Xiamen,02.09.2023
2340,4:03.28,Maryam Yusuf Jamal,BRN,16.09.84,7,Saint-Denis,08.07.2006
2340,4:03.28,Gelete Burka,ETH,23.01.86,3,Roma,26.05.2011
2340,4:03.28,Genzebe Dibaba,ETH,08.02.91,2,Oslo,07.06.2012
2340,4:03.28,Beatrice Chepkoech,KEN,06.07.91,1,Heusden-Zolder,18.07.2015
2340,4:03.28,Sofia Ennaoui,POL,30.08.95,2,Chorzów,22.08.2018
2340,4:03.28+,Weronika Lizakowska,POL,02.11.98,14,London,19.07.2025
2340,4:03.28,Sadie Engelhardt,USA,21.08.06,2r6,Winston-Salem,17.04.2026
2347,4:03.29,Lyubov Kremlyova,RUS,21.12.61,h,Kyiv,22.06.1984
2347,4:03.29,Kim Gallagher,USA,11.06.64,1,Westwood,03.09.1988
2347,4:03.29,Hassiba Boulmerka,ALG,10.07.68,2,Nice,15.07.1991
2347,4:03.29,Violeta Szekely,ROU,26.03.65,7,Monaco,11.08.1992
2347,4:03.29,Maryam Yusuf Jamal,BRN,16.09.84,7,Stockholm,06.08.2010
2347,4:03.29,Mebhrit Mekonen,ETH,12.02.05,7rA,Ostrava,31.05.2022
2347,4:03.29,Linden Hall,AUS,20.06.91,9,Rabat,05.06.2022
2347,4:03.29,Sinclaire Johnson,USA,13.04.98,1,Eugene,25.06.2022
2355,4:03.3,Olga Dvirna,RUS,11.02.53,4,Podolsk,28.06.1976
2355,4:03.3,Maricica Puica,ROU,29.07.50,1,Bucuresti,02.06.1979
2355,4:03.3,Valentina Ilyinykh,RUS,12.12.56,6h1,Moskva,04.07.1980
2355,4:03.3+,Maricica Puica,ROU,29.07.50,1,Paris,22.07.1986
2355,4:03.30,Zamira Zaytseva,UZB,16.02.53,2r1,Moskva,19.09.1981
2355,4:03.30,Konstanze Klosterhalfen,GER,18.02.97,1r1,Portland,09.06.2019
2361,4:03.31,Yvonne Graham,GER,22.08.65,1,Berlin,05.07.1989
2361,4:03.31,Hassiba Boulmerka,ALG,10.07.68,4,Zürich,19.08.1992
2361,4:03.31,Natalya Gorelova,RUS,18.04.73,1,Heusden-Zolder,05.08.2000
2361,4:03.31,Tatyana Tomashova,RUS,01.07.75,2,Tula,09.06.2001
2361,4:03.31,Wioletta Frankiewicz,POL,09.06.77,5,Bruxelles,03.09.2004
2361,4:03.31+,Gulnara Galkina,RUS,09.07.78,2,Moskva,29.06.2007
2361,4:03.31,Gulnara Galkina,RUS,09.07.78,1,Irkutsk,02.08.2008
2361,4:03.31,Melissa Courtney-Bryant,GBR,30.08.93,12,Budapest,22.08.2023
2361,4:03.31,Elise Cranny,USA,09.05.96,13,Eugene,05.07.2025
2370,4:03.32,Tatyana Pozdnyakova,UKR,04.03.56,5r1,Leningrad,02.08.1985
2370,4:03.32,Lyubov Kremlyova,RUS,21.12.61,4,Moskva,11.06.1992
2370,4:03.32,Lyubov Gurina,RUS,06.08.57,3,Noisy-le-Grand,04.07.1992
2370,4:03.32,Lidia Chojecka,POL,25.01.77,11,Monaco,08.08.1998
2370,4:03.32,Yelena Zadorozhnaya,RUS,03.12.77,4,Tula,26.07.2000
2370,4:03.32,Alesya Turova,BLR,06.12.79,10,Roma,11.07.2003
2370,4:03.32,Tara Clack,USA,07.03.80,8,Rieti,27.08.2006
2377,4:03.33,Tamara Sorokina,RUS,15.08.50,1,Roma,04.09.1981
2377,4:03.33,Paula Ivan,ROU,20.07.63,1h2,Seoul,29.09.1988
2377,4:03.33,Natalia Rodríguez,ESP,02.06.79,1,Saint-Denis,04.07.2003
2377,4:03.33,Anna Mishchenko,UKR,25.08.83,3,Oslo,07.06.2012
2377,4:03.33,Sinclaire Johnson,USA,13.04.98,2r2,San Juan Capistrano,06.05.2022
2377,4:03.33,Sarah McDonald,GBR,02.08.93,2,Marseille,17.07.2023
2377,4:03.33,Emily MacKay,USA,30.04.98,2r1,Eagle Rock,24.05.2025
2377,4:03.33,Marina Martínez,ESP,13.01.02,1r1,Oordegem,09.08.2025
2385,4:03.34,Paula Ivan,ROU,20.07.63,1,Bucuresti,18.06.1988
2385,4:03.34,Kutre Dulecha,ETH,22.08.78,1,Lausanne,05.07.2000
2385,4:03.34,Rababe Arafi,MAR,12.01.91,2rA,Ostrava,28.06.2017
2385,4:03.34,Sifan Hassan,NED,01.01.93,5,London,07.08.2017
2385,4:03.34,Nadia Battocletti,ITA,12.04.00,1rA,Padova,03.09.2023
2390,4:03.35,Natalia Marasescu,ROU,03.10.52,2,Milano,03.07.1980
2390,4:03.35,Gabriella Dorio,ITA,27.06.57,4,Rieti,09.09.1981
2390,4:03.35,Ravilya Agletdinova,BLR,10.02.60,2,Moskva,22.06.1983
2390,4:03.35,Yuliya Chizhenko,RUS,30.08.79,1,Sochi,26.05.2005
2390,4:03.35,Gelete Burka,ETH,23.01.86,3,New York City,12.06.2010
2390,4:03.35,Jennifer Simpson,USA,23.08.86,1,Des Moines,26.04.2013
2390,4:03.35,Sofia Ennaoui,POL,30.08.95,3h3,London,04.08.2017
2390,4:03.35,Aurore Fleury,FRA,04.12.93,8,Monaco,09.07.2021
2390,4:03.35+,Linden Hall,AUS,20.06.91,1,Zagreb,11.09.2022
2390,4:03.35,Sintayehu Vissa,ITA,29.07.96,1,Lignano Sabbiadoro,14.07.2024
2390,4:03.35,Danielle Jones,USA,21.08.96,4,Rovereto,02.06.2025
2401,4:03.36,Svetlana Guskova,MDA,19.08.59,1,Indianapolis,03.07.1982
2401,4:03.36,Brit McRoberts,CAN,10.02.57,4,Köln,28.08.1983
2401,4:03.36+,Zola Pieterse,GBR,26.05.66,1,Gateshead,09.08.1985
2401,4:03.36+,Oleysa Mikheyeva,RUS,23.07.81,3,Moskva,29.06.2007
2401,4:03.36,Shannon Rowbury,USA,19.09.84,4,New York City,14.06.2014
2401,4:03.36,Malika Akkaoui,MAR,25.12.87,5,Rabat,16.07.2017
2401,4:03.36,Sarah McDonald,GBR,02.08.93,3,Chorzów,22.08.2018
2401,4:03.36,Agathe Guillemot,FRA,11.07.99,5,Ostrava,28.05.2024
2401,4:03.36,Laura Muir,GBR,09.05.93,10,Stockholm,02.06.2024
2410,4:03.37,Mary Slaney,USA,04.08.58,1,Knoxville,22.06.1982
2410,4:03.37,Tatyana Pozdnyakova,UKR,04.03.56,1h,Kyiv,26.07.1982
2410,4:03.37,Lyubov Kremlyova,RUS,21.12.61,1,Nice,05.07.1992
2410,4:03.37,Nuria Fernández,ESP,16.08.76,9,Rieti,27.08.2006
2410,4:03.37,Winny Chebet,KEN,20.12.90,6,Bruxelles,31.08.2018
2415,4:03.38,Giana Romanova,RUS,10.03.55,2,Torino,05.08.1979
2415,4:03.38,Cornelia Bürki,SUI,03.10.53,2,Köln,17.08.1986
2415,4:03.38,Yvonne Murray,GBR,04.10.64,3,Edinburgh,07.07.1989
2415,4:03.38,Angela Chalmers,CAN,06.09.63,2,Nice,05.07.1992
2415,4:03.38,Lyudmila Rogachova,RUS,30.10.66,5,Zürich,19.08.1992
2415,4:03.38,Sonia O'Sullivan,IRL,28.11.69,1,Rotterdam,13.06.1993
2415,4:03.38,Anna Jakubczak,POL,02.02.73,7,Helsinki,14.08.2005
2415,4:03.38,Kalkidan Gezahegne,ETH,08.05.91,10,Bruxelles,16.09.2011
2415,4:03.38,Hannah England,GBR,06.03.87,8,Eugene,01.06.2013
2415,4:03.38,Faith Kipyegon,KEN,10.01.94,2,Lausanne,09.07.2015
2415,4:03.38+,Winnie Nanyondo,UGA,23.08.93,9,Oslo,15.06.2023
2426,4:03.39,Viola Kibiwott,KEN,22.12.85,7,Lausanne,08.07.2010
2426,4:03.39,Alexa Efraimson,USA,20.02.97,7,Eugene,30.05.2015
2426,4:03.39,Shelby Houlihan,USA,08.02.93,7,Eugene,28.05.2016
2426,4:03.39,Weronika Lizakowska,POL,02.11.98,9s1,Tokyo,14.09.2025
2430,4:03.4,Giana Romanova,RUS,10.03.55,2,Podolsk,13.08.1978
2430,4:03.4,Ibtissam Lakhouad,MAR,07.12.80,4,Athínai,02.07.2007
2430,4:03.40,Yan Wei,CHN,04.10.73,2,Beijing,05.06.1994
2430,4:03.40,Maria Mutola,MOZ,27.10.72,2,Paris,28.06.1996
2430,4:03.40,Olga Nelyubova,RUS,12.06.64,6,Nice,16.07.1998
2430,4:03.40,Maria Cioncan,ROU,19.06.77,1s1,Saint-Denis,29.08.2003
2430,4:03.40,Abeba Aregawi,SWE,05.07.90,8,Zürich,28.08.2014
2430,4:03.40,Axumawit Embaye,ETH,18.10.94,8,Ad-Dawhah,05.05.2023
2438,4:03.41,Kelly Holmes,GBR,19.04.70,1,Cape Town,08.04.1997
2438,4:03.41,Tugba Koyuncu,TUR,16.02.91,1,Samsun,15.08.2011
2438,4:03.41,Jennifer Simpson,USA,23.08.86,2,Des Moines,27.07.2019
2438,4:03.41,Danielle Jones,USA,21.08.96,6,Ostrava,28.05.2024
2442,4:03.42,Patti Sue Plumer,USA,27.04.62,10,Barcelona,08.08.1992
2442,4:03.42,Lyubov Gurina,RUS,06.08.57,1,Hechtel,31.07.1993
2442,4:03.42,Carla Sacramento,POR,10.12.71,5,Oslo,05.07.1996
2442,4:03.42,Regina Jacobs,USA,28.08.63,1,Indianapolis,15.06.1997
2442,4:03.42+,Lisa Dobriskey,GBR,23.12.83,4,Rieti,07.09.2008
2442,4:03.42,Hanna Klein,GER,06.04.93,9,Monaco,09.07.2021
2442,4:03.42,Jessica Hull,AUS,22.10.96,2,Birmingham,21.05.2022
2442,4:03.42,Tigist Girma,ETH,07.11.02,7,Ostrava,28.05.2024
2450,4:03.43,Maricica Puica,ROU,29.07.50,1,Basel,26.05.1980
2450,4:03.43,Yekaterina Podkopayeva,RUS,11.06.52,3,Monaco,25.07.1995
2450,4:03.43,Maria Cioncan,ROU,19.06.77,9,Monaco,19.07.2002
2450,4:03.43,Jackline Maranga,KEN,16.12.77,8,Zürich,16.08.2002
2450,4:03.43,Regina Jacobs,USA,28.08.63,1,Carson,01.06.2003
2450,4:03.43,Hind Dehiba,FRA,17.03.79,4,Athínai,13.07.2009
2450,4:03.43,Yolanda Ngarambe,SWE,14.09.91,9s2,Ad-Dawhah,03.10.2019
2450,4:03.43,Haregeweyn Kalayu,ETH,29.05.09,9,Roma,04.06.2026
2458,4:03.44,Tatyana Tomashova,RUS,01.07.75,11,Roma,11.07.2003
2458,4:03.44,Anna Alminova,RUS,17.01.85,1,Kalamáta,04.06.2008
2458,4:03.44,Christin Wurth-Thomas,USA,11.07.80,8,Lausanne,08.07.2010
2458,4:03.44,Melissa Courtney-Bryant,GBR,30.08.93,3,Gold Coast,10.04.2018
2458,4:03.44+,Laura Weightman,GBR,07.01.91,6,London,22.07.2018
2458,4:03.44,Rababe Arafi,MAR,12.01.91,7,Zürich,29.08.2019
2458,4:03.44,Athing Mu-Nikolayev,USA,08.06.02,2,Eugene,08.07.2023
2458,4:03.44,Kate Current,CAN,16.02.98,4,Cork,11.07.2025
2458,4:03.44,Adele Gay,FRA,16.10.04,2r1,Oordegem,09.08.2025
2467,4:03.45,Ileana Silai,ROU,14.10.41,1,Köln,22.06.1978
2467,4:03.45,Anita Weyermann,SUI,08.12.77,1,Lausanne,03.07.1996
2467,4:03.45,Federica Del Buono,ITA,12.12.94,3rA,Castellón,16.06.2022
2467,4:03.45,Addison Wiley,USA,24.10.03,11,Xiamen,20.04.2024
2471,4:03.46,Olga Parlyuk,RUS,03.05.63,7,Kyiv,17.07.1986
2471,4:03.46,Hassiba Boulmerka,ALG,10.07.68,2,Monaco,03.08.1991
2471,4:03.46,Violeta Szekely,ROU,26.03.65,1,Melbourne,09.09.2001
2471,4:03.46,Natalya Gorelova,RUS,18.04.73,7,Bruxelles,30.08.2002
2471,4:03.46,Shannon Rowbury,USA,19.09.84,3,Rieti,06.09.2009
2471,4:03.46,Abeba Aregawi,SWE,05.07.90,10,Saint-Denis,05.07.2014
2471,4:03.46+,Alemaz Samuel,ETH,05.07.99,10,Monaco,12.07.2019
2471,4:03.46,Edinah Jebitok,KEN,10.11.01,1,Leverkusen,27.06.2021
2471,4:03.46,Hanna Klein,GER,06.04.93,3h2,München,16.08.2022
2471,4:03.46,Ciara Mageean,IRL,12.03.92,4,Stockholm,02.07.2023
2471,4:03.46,Marta Pérez,ESP,19.04.93,8,Ostrava,28.05.2024
2471,4:03.46,Laurie Barton,USA,13.02.98,1,Memphis,12.07.2025
2483,4:03.47,Olga Kuznetsova,RUS,23.10.67,1,Sankt Peterburg,18.06.2000
2483,4:03.47,Suzy Favor Hamilton,USA,08.08.68,2,Eugene,24.05.2003
2483,4:03.47,Hayley Tullett,GBR,17.02.73,5,Roma,02.07.2004
2483,4:03.47,Kalkidan Gezahegne,ETH,08.05.91,3,Shanghai,20.09.2009
2487,4:03.48,Tatyana Kazankina,RUS,17.12.51,2,Birmingham,05.06.1983
2487,4:03.48,Sonia O'Sullivan,IRL,28.11.69,2,Stuttgart,22.08.1993
2487,4:03.48,Kelly Holmes,GBR,19.04.70,2,Zürich,06.08.2004
2487,4:03.48,Stephanie Twell,GBR,17.08.89,8,Monaco,28.07.2009
2487,4:03.48,Cory McGee,USA,29.05.92,3,Eugene,08.07.2023
2487,4:03.48,Helen Schlachtenhaufen,USA,14.03.95,3,Marseille,17.07.2023
2493,4:03.49,Mitica Constantin,ROU,18.08.62,1,Monaco,02.08.1988
2493,4:03.49,Yelena Soboleva,RUS,03.10.82,3,Stuttgart,09.09.2006
2493,4:03.49,Erin Donohue,USA,08.05.83,7,Rieti,29.08.2010
2493,4:03.49,Sofia Ennaoui,POL,30.08.95,7,Bruxelles,31.08.2018
2493,4:03.49,Sinclaire Johnson,USA,13.04.98,4,Eugene,08.07.2023
2493,4:03.49,Klaudia Kazimierska,POL,03.09.01,4h3,Saint-Denis,06.08.2024
2499,4:03.5,Natalya Kuznetsova,RUS,22.03.54,3,Vilnius,22.07.1978
2499,4:03.5,Svetlana Guskova,MDA,19.08.59,3,Podolsk,13.08.1978
2499,4:03.5,Valentina Ilyinykh,RUS,12.12.56,2r2,Sochi,23.05.1980
2499,4:03.5,Nadezhda Olizarenko,UKR,28.11.53,1h3,Moskva,04.07.1980
2499,4:03.5,Laimute Baikauskaite,LTU,10.06.56,2,Moskva,24.08.1985
2499,4:03.5+,Natalya Artyomova,RUS,05.01.63,2,Oslo,14.07.1990
2499,4:03.5+,Konstanze Klosterhalfen,GER,18.02.97,1,Birmingham,18.08.2019
2499,4:03.50,Zamira Zaytseva,UZB,16.02.53,h,Kyiv,26.07.1982
2499,4:03.50,Mary Slaney,USA,04.08.58,1,Indianapolis,19.06.1983
2499,4:03.50,Suzy Favor Hamilton,USA,08.08.68,2,Sheffield,29.06.1997
2499,4:03.50,Olga Kuznetsova,RUS,23.10.67,1,Nice,08.07.2000
2499,4:03.50,Renata Plis,POL,05.02.85,11,Bruxelles,16.09.2011
2499,4:03.50,Laura Weightman,GBR,07.01.91,4h3,London,04.08.2017
